,I-E,N-S,T-F,J-P
7715,0,1,1,1
7716,0,0,1,1
7717,0,0,0,1
7718,0,0,1,1
7719,0,0,1,1
7720,1,0,1,1
7721,0,0,1,1
7722,0,0,1,0
7723,1,0,0,1
7724,0,0,0,0
7725,0,0,1,1
7726,1,0,1,1
7727,0,0,0,1
7728,0,0,1,1
7729,1,0,1,0
7730,0,0,1,0
7731,0,0,0,1
7732,1,0,0,0
7733,0,1,1,1
7734,0,0,0,1
7735,1,1,0,1
7736,0,0,1,1
7737,0,0,0,0
7738,1,1,0,0
7739,1,0,0,1
7740,0,0,0,0
7741,0,0,1,0
7742,0,0,0,1
7743,0,0,1,1
7744,0,1,0,1
7745,0,0,1,0
7746,0,0,0,1
7747,1,0,1,1
7748,0,0,0,0
7749,0,0,0,1
7750,0,0,1,0
7751,0,0,1,0
7752,0,0,1,1
7753,1,0,1,1
7754,0,0,0,0
7755,0,0,0,1
7756,0,0,0,1
7757,0,0,1,1
7758,0,0,1,1
7759,0,0,1,1
7760,0,0,0,1
7761,0,0,0,1
7762,0,0,1,0
7763,0,0,0,1
7764,0,0,0,0
7765,0,0,1,0
7766,1,0,0,1
7767,0,1,0,0
7768,1,0,0,1
7769,1,0,1,0
7770,1,0,1,0
7771,0,0,0,0
7772,0,1,0,0
7773,1,1,0,1
7774,0,0,1,1
7775,0,0,1,0
7776,0,0,0,0
7777,1,0,0,1
7778,0,1,0,0
7779,0,1,0,0
7780,0,0,1,1
7781,0,0,1,1
7782,0,1,0,1
7783,0,0,0,0
7784,0,0,0,0
7785,1,0,1,0
7786,0,0,1,1
7787,0,0,1,1
7788,0,0,0,0
7789,1,0,1,1
7790,1,0,1,1
7791,0,0,0,1
7792,0,0,1,0
7793,0,0,1,0
7794,0,0,1,0
7795,1,0,1,1
7796,1,0,0,1
7797,0,0,0,0
7798,0,0,1,0
7799,0,0,0,0
7800,0,1,1,1
7801,0,0,0,1
7802,0,0,0,0
7803,0,0,0,1
7804,1,1,1,1
7805,0,0,1,1
7806,0,0,0,1
7807,0,0,1,0
7808,0,1,0,1
7809,0,0,0,0
7810,1,0,1,0
7811,0,0,1,0
7812,0,0,0,1
7813,0,0,0,0
7814,0,0,1,1
7815,1,0,1,1
7816,0,0,0,0
7817,1,0,0,1
7818,0,0,1,0
7819,0,0,1,0
7820,1,0,1,1
7821,0,0,1,1
7822,0,0,0,0
7823,0,0,1,1
7824,1,0,0,0
7825,0,0,1,0
7826,0,0,1,1
7827,0,0,0,0
7828,0,0,0,0
7829,0,0,1,1
7830,0,1,0,0
7831,0,0,1,1
7832,0,0,1,1
7833,0,1,0,1
7834,0,0,0,0
7835,0,0,1,1
7836,1,0,0,1
7837,0,0,1,1
7838,0,0,1,0
7839,0,1,0,1
7840,0,0,0,0
7841,0,0,0,0
7842,0,0,0,0
7843,1,0,0,0
7844,0,0,0,1
7845,1,0,1,1
7846,0,0,1,1
7847,0,0,1,0
7848,1,0,1,1
7849,0,0,1,0
7850,0,0,0,0
7851,0,1,0,0
7852,1,0,1,1
7853,1,0,0,0
7854,0,0,1,0
7855,1,0,0,1
7856,0,0,1,0
7857,1,0,1,0
7858,0,0,1,0
7859,0,0,0,1
7860,0,0,0,1
7861,0,1,1,1
7862,0,1,1,0
7863,0,0,1,0
7864,0,0,1,0
7865,0,0,1,1
7866,1,0,0,1
7867,0,0,0,1
7868,0,0,1,0
7869,0,0,0,1
7870,0,0,1,0
7871,0,0,1,1
7872,0,0,0,0
7873,0,0,0,1
7874,0,0,1,1
7875,0,0,1,1
7876,0,0,1,0
7877,0,0,0,1
7878,0,0,1,1
7879,0,0,1,1
7880,0,0,0,1
7881,0,0,1,0
7882,0,0,0,0
7883,0,1,0,0
7884,1,0,0,0
7885,1,0,1,1
7886,0,0,0,1
7887,0,0,0,0
7888,0,0,1,0
7889,1,0,0,1
7890,0,0,0,1
7891,0,0,1,0
7892,0,1,1,1
7893,0,0,0,1
7894,1,0,1,1
7895,1,0,0,0
7896,1,0,0,1
7897,0,0,1,0
7898,0,0,1,0
7899,0,0,1,1
7900,0,0,1,1
7901,0,0,1,0
7902,1,1,0,1
7903,0,0,1,0
7904,0,1,0,1
7905,0,0,1,0
7906,0,0,1,1
7907,0,0,0,1
7908,0,0,1,0
7909,1,0,0,1
7910,0,0,1,0
7911,0,0,0,1
7912,0,0,0,0
7913,1,0,1,1
7914,0,0,0,0
7915,0,0,0,1
7916,0,0,0,1
7917,0,0,0,1
7918,1,0,0,1
7919,1,0,1,1
7920,0,0,1,1
7921,0,0,1,0
7922,0,0,0,1
7923,0,0,1,0
7924,1,0,1,1
7925,1,0,0,0
7926,0,0,0,0
7927,0,0,1,0
7928,1,0,0,0
7929,1,0,0,0
7930,0,0,1,0
7931,1,0,1,1
7932,0,0,0,1
7933,0,0,1,0
7934,0,0,0,0
7935,0,0,1,1
7936,1,0,0,0
7937,0,1,1,1
7938,0,1,0,0
7939,0,1,0,1
7940,0,0,1,0
7941,0,0,0,1
7942,0,0,1,1
7943,1,1,0,1
7944,0,0,0,0
7945,0,1,0,1
7946,0,0,1,0
7947,0,0,1,0
7948,0,0,1,0
7949,0,0,1,1
7950,0,0,1,1
7951,0,0,0,1
7952,0,0,1,0
7953,0,0,0,1
7954,0,0,1,1
7955,0,0,0,0
7956,0,1,1,0
7957,0,0,0,1
7958,0,0,1,0
7959,1,0,0,0
7960,0,0,1,1
7961,0,0,0,1
7962,0,0,1,1
7963,0,1,0,0
7964,0,0,1,1
7965,0,0,0,0
7966,0,1,0,0
7967,1,0,0,1
7968,0,0,1,0
7969,1,1,0,0
7970,1,0,0,0
7971,0,1,0,0
7972,0,0,0,1
7973,0,1,0,1
7974,0,0,1,1
7975,1,0,1,1
7976,1,0,1,0
7977,0,0,0,1
7978,0,0,1,0
7979,0,0,0,1
7980,0,1,1,0
7981,0,0,1,0
7982,0,0,1,1
7983,1,0,1,0
7984,1,0,0,0
7985,0,0,0,0
7986,0,1,1,0
7987,0,0,0,0
7988,0,0,1,1
7989,0,0,1,0
7990,1,1,0,0
7991,0,0,1,1
7992,0,0,0,1
7993,0,0,1,0
7994,0,0,0,1
7995,0,1,0,1
7996,0,0,1,1
7997,1,0,1,1
7998,0,0,0,0
7999,0,0,0,0
8000,1,0,1,1
8001,0,0,1,1
8002,0,0,1,0
8003,1,1,0,0
8004,0,0,0,1
8005,0,0,1,1
8006,1,0,1,1
8007,1,0,0,1
8008,0,0,1,0
8009,1,0,0,1
8010,0,0,1,1
8011,0,0,0,1
8012,0,1,1,0
8013,1,0,1,1
8014,1,0,0,1
8015,0,0,1,0
8016,1,0,1,1
8017,0,0,1,0
8018,0,0,1,1
8019,0,0,1,1
8020,1,0,0,1
8021,0,0,0,1
8022,0,0,0,0
8023,0,0,0,0
8024,1,0,1,1
8025,0,0,0,0
8026,0,0,1,1
8027,0,0,1,1
8028,0,0,0,1
8029,0,0,0,1
8030,0,0,1,1
8031,1,0,1,1
8032,0,0,1,1
8033,0,0,1,0
8034,0,0,1,1
8035,0,0,0,0
8036,0,0,0,1
8037,1,0,1,1
8038,0,0,1,0
8039,0,0,0,1
8040,0,1,0,1
8041,0,0,1,1
8042,0,0,1,1
8043,0,1,1,0
8044,1,0,1,1
8045,0,0,0,0
8046,0,0,1,0
8047,0,0,0,0
8048,0,0,1,0
8049,0,0,1,1
8050,0,0,0,1
8051,0,0,0,0
8052,1,0,0,1
8053,0,0,1,0
8054,1,0,1,1
8055,0,1,1,1
8056,0,1,1,1
8057,0,0,0,0
8058,0,0,0,1
8059,0,0,1,1
8060,1,0,0,0
8061,0,0,1,0
8062,0,0,0,0
8063,0,1,0,0
8064,0,0,1,1
8065,1,0,1,1
8066,0,0,1,0
8067,1,0,1,1
8068,1,0,1,1
8069,0,0,1,1
8070,0,0,0,1
8071,1,0,0,0
8072,1,0,0,1
8073,1,0,1,1
8074,0,1,1,1
8075,0,0,1,1
8076,1,0,0,0
8077,0,0,1,1
8078,0,0,0,0
8079,0,0,1,0
8080,0,0,1,0
8081,0,0,0,0
8082,1,0,1,1
8083,0,0,0,0
8084,0,0,1,1
8085,0,0,1,1
8086,0,0,1,0
8087,0,0,1,1
8088,0,1,1,1
8089,0,0,0,1
8090,0,0,1,1
8091,0,0,0,0
8092,0,1,0,0
8093,0,0,1,0
8094,1,0,0,1
8095,1,0,1,1
8096,1,0,0,0
8097,0,0,1,1
8098,0,0,0,1
8099,0,0,1,1
8100,0,0,1,0
8101,0,0,1,0
8102,0,0,1,1
8103,0,0,1,1
8104,0,0,0,1
8105,1,0,1,1
8106,0,0,0,1
8107,0,0,1,1
8108,0,0,1,1
8109,0,0,1,1
8110,0,0,1,0
8111,0,0,0,0
8112,0,0,1,0
8113,0,1,1,1
8114,0,0,1,0
8115,0,0,1,1
8116,0,0,0,1
8117,0,0,0,1
8118,0,0,1,1
8119,0,0,0,0
8120,0,0,1,0
8121,0,0,0,1
8122,1,0,1,0
8123,0,0,0,0
8124,0,0,1,0
8125,0,0,0,0
8126,0,0,0,1
8127,0,0,1,0
8128,0,0,0,0
8129,0,0,1,1
8130,1,1,1,0
8131,0,0,0,0
8132,1,0,1,0
8133,1,0,1,1
8134,0,0,1,0
8135,1,0,0,1
8136,0,0,0,0
8137,0,0,0,1
8138,0,0,1,0
8139,0,1,0,1
8140,0,0,0,0
8141,0,0,1,1
8142,0,0,1,1
8143,0,0,0,1
8144,0,0,1,0
8145,0,0,0,1
8146,0,0,1,0
8147,0,1,1,0
8148,0,0,1,0
8149,0,0,0,0
8150,0,0,0,1
8151,0,0,0,0
8152,0,0,1,1
8153,0,0,0,1
8154,0,0,0,1
8155,0,0,1,0
8156,0,0,1,0
8157,0,0,1,0
8158,0,0,0,1
8159,0,0,0,1
8160,0,0,1,0
8161,0,0,1,0
8162,0,0,0,1
8163,0,1,1,1
8164,0,0,0,1
8165,0,0,1,1
8166,1,0,1,1
8167,0,0,1,1
8168,0,0,1,0
8169,0,0,1,0
8170,1,0,0,0
8171,0,0,1,0
8172,0,0,0,1
8173,1,0,1,1
8174,1,0,1,1
8175,0,0,0,0
8176,0,0,0,0
8177,0,0,0,0
8178,0,0,1,1
8179,0,0,1,1
8180,0,0,1,0
8181,0,0,0,1
8182,0,1,0,0
8183,0,0,1,0
8184,1,0,1,1
8185,0,0,1,0
8186,0,0,1,1
8187,1,0,1,1
8188,0,1,1,1
8189,1,0,1,0
8190,0,0,1,1
8191,1,0,0,1
8192,0,1,0,1
8193,0,0,1,0
8194,0,0,1,0
8195,0,0,1,0
8196,0,0,1,0
8197,0,0,1,1
8198,0,0,1,0
8199,0,0,0,1
8200,1,0,0,1
8201,0,0,0,0
8202,0,0,0,0
8203,1,0,1,1
8204,0,0,0,1
8205,0,0,0,0
8206,0,0,1,1
8207,0,0,0,1
8208,0,0,1,0
8209,0,0,1,1
8210,1,0,0,1
8211,0,0,0,0
8212,1,0,0,1
8213,0,0,1,1
8214,0,0,1,1
8215,0,0,0,1
8216,1,0,0,1
8217,1,0,0,1
8218,0,0,1,1
8219,0,0,0,0
8220,0,0,1,0
8221,0,0,1,1
8222,0,0,1,0
8223,0,1,0,1
8224,0,0,1,0
8225,0,0,1,0
8226,0,0,0,1
8227,0,0,0,1
8228,0,1,0,1
8229,0,1,0,0
8230,1,0,1,1
8231,0,0,0,0
8232,0,0,1,0
8233,1,0,1,1
8234,1,0,0,1
8235,0,0,1,1
8236,0,0,0,0
8237,0,0,1,0
8238,0,0,0,0
8239,0,0,0,0
8240,1,0,1,1
8241,0,0,1,0
8242,0,0,0,0
8243,1,0,1,1
8244,0,0,0,1
8245,0,0,1,1
8246,0,0,1,1
8247,1,0,1,0
8248,0,0,1,1
8249,0,0,1,1
8250,0,0,0,1
8251,0,0,0,1
8252,1,0,0,0
8253,0,0,0,1
8254,0,1,1,0
8255,0,0,0,0
8256,1,0,1,0
8257,0,0,1,1
8258,0,0,1,0
8259,0,0,0,1
8260,0,0,0,1
8261,0,0,1,1
8262,0,0,0,1
8263,0,0,1,0
8264,0,0,0,0
8265,0,0,1,0
8266,0,0,1,0
8267,1,0,0,1
8268,0,0,0,1
8269,1,0,1,1
8270,1,0,0,0
8271,1,0,1,1
8272,0,0,1,1
8273,0,1,1,1
8274,1,0,1,0
8275,0,0,0,0
8276,1,0,1,1
8277,0,0,1,1
8278,0,0,1,0
8279,0,0,1,1
8280,0,0,0,0
8281,0,1,0,0
8282,1,0,1,1
8283,0,0,1,0
8284,1,0,0,1
8285,0,0,0,1
8286,0,0,0,0
8287,1,1,0,1
8288,1,0,0,1
8289,0,1,0,0
8290,0,0,1,0
8291,0,0,0,1
8292,0,0,0,1
8293,0,0,0,1
8294,1,0,0,1
8295,0,1,0,1
8296,0,0,1,0
8297,0,0,0,1
8298,0,1,0,1
8299,0,1,0,1
8300,0,1,0,1
8301,0,1,0,1
8302,0,0,1,0
8303,0,0,0,0
8304,1,0,0,0
8305,0,0,0,1
8306,0,0,0,1
8307,1,0,0,1
8308,0,1,0,1
8309,1,0,0,1
8310,0,0,1,0
8311,0,0,1,1
8312,0,0,1,0
8313,1,0,1,1
8314,1,0,1,1
8315,0,0,1,1
8316,1,0,0,1
8317,0,0,1,0
8318,0,0,1,1
8319,1,0,1,1
8320,1,0,0,1
8321,0,0,1,0
8322,0,0,1,1
8323,0,0,1,0
8324,0,1,0,1
8325,0,0,0,1
8326,0,1,0,1
8327,0,0,1,1
8328,0,0,1,0
8329,0,0,1,0
8330,0,0,1,1
8331,0,0,1,1
8332,0,0,1,1
8333,0,0,1,1
8334,0,0,1,1
8335,0,0,1,1
8336,0,0,1,1
8337,1,1,0,1
8338,0,0,1,0
8339,0,0,1,1
8340,1,0,0,1
8341,1,0,1,1
8342,0,0,1,1
8343,0,1,0,0
8344,1,0,0,1
8345,0,0,1,1
8346,0,0,1,1
8347,0,0,1,1
8348,0,0,0,0
8349,0,0,0,0
8350,0,0,0,1
8351,0,1,1,1
8352,0,0,0,1
8353,0,0,0,1
8354,0,0,0,1
8355,0,0,1,0
8356,0,0,1,1
8357,0,0,0,0
8358,1,1,0,0
8359,0,0,1,0
8360,1,0,0,1
8361,0,0,1,0
8362,0,0,1,1
8363,0,0,0,0
8364,0,0,1,0
8365,0,0,1,1
8366,0,0,1,1
8367,1,0,1,1
8368,0,0,1,0
8369,0,0,0,1
8370,0,1,1,1
8371,0,0,1,1
8372,0,1,0,0
8373,0,1,0,1
8374,1,0,1,1
8375,0,0,1,1
8376,0,0,0,1
8377,0,1,1,1
8378,0,1,1,1
8379,0,0,0,1
8380,1,0,0,1
8381,1,0,1,0
8382,0,0,1,0
8383,1,0,0,1
8384,0,1,1,1
8385,0,0,1,1
8386,0,0,1,1
8387,0,0,1,1
8388,1,0,0,0
8389,0,0,1,1
8390,0,0,0,1
8391,0,0,0,1
8392,1,0,1,1
8393,0,0,1,1
8394,0,0,1,1
8395,0,1,1,1
8396,0,0,1,1
8397,0,0,1,1
8398,1,0,0,1
8399,0,0,1,0
8400,0,0,0,0
8401,0,0,0,0
8402,1,0,1,0
8403,0,0,1,0
8404,0,0,0,0
8405,1,0,0,1
8406,1,1,1,0
8407,0,0,0,1
8408,0,0,1,1
8409,0,0,1,0
8410,1,0,0,1
8411,0,0,0,0
8412,0,0,0,1
8413,0,0,1,1
8414,0,0,1,1
8415,1,0,0,1
8416,0,1,0,1
8417,1,0,0,0
8418,1,0,0,1
8419,0,1,0,1
8420,0,0,1,1
8421,0,0,1,1
8422,0,0,0,0
8423,0,0,0,0
8424,0,0,0,1
8425,1,0,1,0
8426,1,1,1,1
8427,1,0,0,0
8428,0,0,1,1
8429,1,0,1,1
8430,0,1,1,0
8431,1,0,0,1
8432,1,0,1,1
8433,1,0,1,1
8434,1,0,0,1
8435,0,0,0,1
8436,0,0,1,1
8437,0,0,1,0
8438,0,0,1,1
8439,0,1,0,1
8440,0,1,1,1
8441,0,0,1,1
8442,1,0,0,1
8443,0,0,1,0
8444,0,0,1,0
8445,1,0,1,1
8446,1,1,1,0
8447,0,0,0,0
8448,0,0,0,1
8449,1,0,0,0
8450,0,0,1,1
8451,0,0,1,0
8452,0,0,1,0
8453,0,0,1,1
8454,1,0,1,1
8455,0,1,0,0
8456,0,0,1,0
8457,0,0,1,0
8458,0,1,1,0
8459,0,0,0,0
8460,0,0,1,1
8461,0,0,1,1
8462,0,0,1,1
8463,0,1,1,1
8464,0,0,0,0
8465,0,0,0,1
8466,0,0,1,1
8467,0,0,0,1
8468,0,0,0,0
8469,0,0,1,1
8470,1,1,0,1
8471,0,0,1,1
8472,0,0,0,0
8473,0,0,0,0
8474,0,0,0,1
8475,0,0,0,1
8476,0,0,0,1
8477,0,0,1,0
8478,0,0,1,1
8479,0,1,1,1
8480,0,0,1,1
8481,1,0,0,1
8482,0,0,1,0
8483,1,0,0,1
8484,0,0,1,0
8485,0,0,1,1
8486,0,1,0,0
8487,0,0,0,1
8488,0,0,0,1
8489,1,0,1,1
8490,0,0,0,1
8491,0,0,0,1
8492,1,0,0,1
8493,1,0,1,1
8494,1,0,1,1
8495,0,0,1,1
8496,0,1,0,1
8497,0,0,1,1
8498,0,0,1,1
8499,0,0,0,1
8500,0,0,0,1
8501,0,0,0,0
8502,1,0,1,1
8503,0,0,1,0
8504,0,0,0,0
8505,0,0,1,1
8506,0,0,0,1
8507,0,0,0,0
8508,0,0,1,0
8509,0,0,0,0
8510,0,0,0,1
8511,0,0,0,1
8512,1,0,0,1
8513,1,0,1,1
8514,0,0,0,0
8515,0,0,1,0
8516,0,0,0,0
8517,1,0,0,0
8518,0,0,0,0
8519,0,1,0,1
8520,0,0,1,1
8521,0,1,1,0
8522,0,1,1,1
8523,0,1,0,0
8524,0,0,0,0
8525,0,0,1,1
8526,0,0,0,1
8527,0,0,1,0
8528,0,0,1,1
8529,0,0,0,0
8530,0,0,0,0
8531,0,0,1,1
8532,0,0,1,0
8533,0,1,0,1
8534,1,0,1,1
8535,0,0,1,0
8536,1,0,1,1
8537,1,0,0,1
8538,0,0,0,1
8539,0,0,1,1
8540,0,0,1,1
8541,0,1,0,1
8542,0,0,1,0
8543,0,0,0,0
8544,1,0,1,0
8545,0,0,0,1
8546,0,0,1,1
8547,1,0,1,0
8548,0,0,0,1
8549,0,0,0,1
8550,0,0,0,1
8551,0,0,1,0
8552,0,0,0,0
8553,0,0,1,1
8554,0,0,1,1
8555,0,1,0,1
8556,1,0,1,1
8557,0,0,0,1
8558,0,0,0,1
8559,0,0,0,1
8560,0,1,0,0
8561,0,0,0,0
8562,0,0,0,0
8563,0,0,1,1
8564,0,0,1,1
8565,0,0,1,0
8566,0,0,0,1
8567,0,0,1,1
8568,0,0,1,0
8569,0,1,1,0
8570,0,0,1,1
8571,0,0,0,1
8572,0,0,0,0
8573,1,0,0,1
8574,0,0,0,1
8575,1,0,0,1
8576,0,0,0,0
8577,0,0,0,0
8578,0,0,1,0
8579,0,0,0,1
8580,0,0,0,1
8581,1,0,0,1
8582,0,1,1,1
8583,0,1,0,1
8584,0,0,1,1
8585,0,1,0,0
8586,1,0,1,1
8587,1,0,1,1
8588,0,1,1,1
8589,0,0,0,1
8590,1,0,1,1
8591,0,0,1,0
8592,0,0,1,1
8593,1,0,0,1
8594,0,0,0,1
8595,1,0,0,1
8596,1,0,1,1
8597,0,1,0,0
8598,0,0,0,1
8599,1,0,0,1
8600,0,0,1,0
8601,0,0,1,1
8602,1,0,1,1
8603,0,0,1,1
8604,0,0,1,1
8605,0,0,0,0
8606,1,0,1,1
8607,1,0,0,0
8608,1,0,1,1
8609,0,0,1,1
8610,0,1,1,1
8611,0,0,0,1
8612,1,0,0,0
8613,0,0,0,1
8614,0,0,0,0
8615,0,0,1,1
8616,0,1,1,1
8617,1,0,1,1
8618,1,0,0,0
8619,0,0,0,1
8620,1,0,1,1
8621,0,0,0,1
8622,0,1,1,0
8623,0,0,1,1
8624,0,0,1,0
8625,0,0,0,1
8626,0,0,0,0
8627,1,0,1,1
8628,0,1,0,1
8629,0,0,0,1
8630,0,1,1,1
8631,0,0,1,1
8632,0,1,0,0
8633,1,0,0,1
8634,0,0,1,1
8635,0,0,1,0
8636,0,0,1,1
8637,0,0,0,0
8638,0,0,1,1
8639,1,0,0,1
8640,0,0,0,1
8641,0,0,1,1
8642,0,0,1,0
8643,1,0,0,1
8644,0,0,1,0
8645,0,0,1,0
8646,0,0,1,1
8647,0,0,0,1
8648,0,0,1,1
8649,0,0,1,1
8650,0,0,1,0
8651,0,1,0,1
8652,0,1,1,0
8653,0,0,1,1
8654,0,1,0,0
8655,0,0,1,0
8656,0,0,1,0
8657,0,0,0,0
8658,1,1,1,0
8659,1,0,1,1
8660,0,0,1,1
8661,1,0,0,1
8662,0,0,0,0
8663,0,0,0,1
8664,0,0,0,1
8665,1,0,0,1
8666,0,0,0,0
8667,1,0,0,1
8668,0,0,0,0
8669,0,0,1,0
8670,0,1,1,1
8671,1,0,1,1
8672,0,0,0,1
8673,0,0,1,1
8674,0,0,1,1
